user_id,problem
30000,0.938684971458704
30001,0.2552583827147191
30002,0.5022836731975573
30003,0.7435378755057791
30004,0.9388166131639026
30005,0.885930660637199
30006,0.11414335442767516
30007,0.05950153651432155
30008,0.5401577757008115
30009,0.42196802892758684
30010,0.1131052630595168
30011,0.18190747455168338
30012,0.935920302145627
30013,0.05010732763460799
30014,0.09029152284623694
30015,0.2036899650101407
30016,0.19581966530969738
30017,0.3815096288043529
30018,0.22139366997896573
30019,0.19689385339156842
30020,0.9690137756813341
30021,0.4620168624092475
30022,0.17006979969017447
30023,0.18260137258445486
30024,0.5521639941330688
30025,0.24430092590575753
30026,0.2949245153773846
30027,0.10198557004471423
30028,0.09963467905557777
30029,0.15356297220982768
30030,0.1922263779493636
30031,0.9003457192319125
30032,0.19574508017080489
30033,0.34959956417953475
30034,0.4304760552741035
30035,0.17779857148254566
30036,0.1682352497180214
30037,0.43374622044660516
30038,0.13759350159552078
30039,0.06731374771872284
30040,0.3313044186946225
30041,0.10410245145472845
30042,0.05109084012685271
30043,0.12082455512070325
30044,0.13430919003817413
30045,0.2346140884604455
30046,0.4649129807308069
30047,0.09273538444561777
30048,0.2578171797020462
30049,0.11074186224603724
30050,0.16439139997254235
30051,0.1953772277667827
30052,0.40441180223687806
30053,0.11739216141027349
30054,0.03189757375894856
30055,0.1405140213446521
30056,0.22310887753586614
30057,0.25442444271233267
30058,0.511782662477749
30059,0.135564288844232
30060,0.40226808344962206
30061,0.9360263226830019
30062,0.8481985775806983
30063,0.04043009808822477
30064,0.17488474938004264
30065,0.0899742767131508
30066,0.14622329708628448
30067,0.20729085205356532
30068,0.6688974697787746
30069,0.32636356762416596
30070,0.22050712084089655
30071,0.7461255641488436
30072,0.4142937842294664
30073,0.548621579266933
30074,0.07476720606552084
30075,0.30220023736899726
30076,0.2879425781530753
30077,0.13697235974249697
30078,0.8878183183129623
30079,0.12382486308986966
30080,0.44610608479703
30081,0.023437385423002742
30082,0.45143236185764
30083,0.2776466439359772
30084,0.4363796023649017
30085,0.12651317581726979
30086,0.18349859856502546
30087,0.06991846133184293
30088,0.11530374856300052
30089,0.11944789770829811
30090,0.7113547384462997
30091,0.14945377705515228
30092,0.05230329214265818
30093,0.13099828720461057
30094,0.26208601368982787
30095,0.07434474802479552
30096,0.10152089675183637
30097,0.10059331580607529
30098,0.92161087812384
30099,0.16251552685638684
30100,0.3970260514360143
30101,0.19647878010557993
30102,0.0681257939251522
30103,0.10280849549773496
30104,0.20365323352776699
30105,0.7234295550714387
30106,0.2969382660884276
30107,0.08545469441176437
30108,0.17847385231855697
30109,0.11504669458473452
30110,0.13990269124923543
30111,0.3330096623009199
30112,0.08180109114504627
30113,0.9326641019786773
30114,0.11531380562067603
30115,0.05762808976568175
30116,0.15132276826737293
30117,0.14062055009417235
30118,0.285389750282961
30119,0.10853536577299863
30120,0.09730901971869531
30121,0.1792778664408382
30122,0.8880685697558688
30123,0.15256674471431797
30124,0.36508202342561685
30125,0.5380006460506549
30126,0.19819558395821996
30127,0.11843456072040018
30128,0.37251560099177466
30129,0.17326471738158283
30130,0.912945350146827
30131,0.07446721780871987
30132,0.26382535478566477
30133,0.9523951108347397
30134,0.23234742060521202
30135,0.9256853081472134
30136,0.20628372137138334
30137,0.11147393100329628
30138,0.899834232378985
30139,0.2133379830240445
30140,0.3353039001250363
30141,0.28101335959598106
30142,0.9250356299097279
30143,0.39691590058924814
30144,0.14118356752782987
30145,0.035373752391330636
30146,0.23562764121758845
30147,0.30829209636290644
30148,0.8264166269030904
30149,0.8343206619731811
30150,0.10882534774338408
30151,0.18358254129355137
30152,0.06602248568342582
30153,0.14565713964233204
30154,0.08952260111602942
30155,0.13856070444664353
30156,0.17399237942718493
30157,0.09113778384245307
30158,0.5251828289372893
30159,0.13855333300681677
30160,0.11209837118997792
30161,0.2830051103163981
30162,0.22546297893157932
30163,0.38523585994824194
30164,0.5400265031671851
30165,0.22042072639612784
30166,0.20218095978994066
30167,0.719426172749589
30168,0.23850957447240367
30169,0.44364395194640355
30170,0.28002422040789265
30171,0.2763791670039432
30172,0.03618603982306949
30173,0.28815225734324856
30174,0.42859040102421925
30175,0.8027730198185296
30176,0.07982933734852705
30177,0.181059686116589
30178,0.30495260182670186
30179,0.1364833820519877
30180,0.13263668088727057
30181,0.5880820992347828
30182,0.7838438876437134
30183,0.2842286932538189
30184,0.3934048553865147
30185,0.11841023085036273
30186,0.21229049284458243
30187,0.1264375246194019
30188,0.14698063553705554
30189,0.21757315677094055
30190,0.9134110532152808
30191,0.13363182305529642
30192,0.8922378879730297
30193,0.14769234254666616
30194,0.8993345125133079
30195,0.08458038386529128
30196,0.09031271991429739
30197,0.8374567624163183
30198,0.226594860091243
30199,0.15195813992510349
30200,0.09629054649061655
30201,0.06598224315467302
30202,0.10674648860377758
30203,0.13084298029710012
30204,0.15271740946676274
30205,0.9165247750012053
30206,0.10387011709361064
30207,0.19693005724739202
30208,0.11570693976757399
30209,0.3834417752129955
30210,0.3060274119906227
30211,0.9285595189331766
30212,0.3034615866075749
30213,0.07195646436398977
30214,0.12843633582291816
30215,0.17063590271862017
30216,0.8097822819535241
30217,0.2130932016751963
30218,0.7670427900305868
30219,0.08966425828894183
30220,0.1921012521852288
30221,0.11700414660872174
30222,0.3469846291323174
30223,0.17402188449836328
30224,0.14892185226699978
30225,0.29995605277473514
30226,0.10616942865708472
30227,0.30745150218237094
30228,0.12290094404971189
30229,0.10522273367240483
30230,0.2775727305157211
30231,0.13332949678588266
30232,0.4795745343333374
30233,0.6412488248025486
30234,0.10826920651498344
30235,0.1599065148452127
30236,0.3763855817785719
